# type=re_summary
# canon_N=100000
# canon_obs=0.7382281783747189
# rms_per_shot=0.2031911270642328
# n_samples=100
trotter_N,trotter_error
500.0,0.16641281774184646
1000.0,0.09978305340408511
5000.0,0.04442890595135052
10000.0,0.02472795180693499
20000.0,0.013884054717199668
