# type=trotter
# N=20
# adaptive=True
# initial_state=plus_flip
time,observable,max_bond_dim,gate_count
0.0,0.9999999999999998,1.0,0.0
0.1,0.9985000618528974,3.0,8000.0
0.2,0.9940080971649827,4.0,32000.0
0.30000000000000004,0.9865469204479704,4.0,72000.0
0.4,0.9761517581086054,4.0,128000.0
0.5,0.9628661829883751,5.0,200000.0
0.6000000000000001,0.9467371456417824,5.0,288000.0
0.7000000000000001,0.9278096215183176,5.0,392000.0
0.8,0.9061214537602851,6.0,512000.0
0.9,0.8816990086948082,6.0,648000.0
1.0,0.8545542714792904,6.0,800000.0
1.1,0.8246838556050435,6.0,968000.0
1.2000000000000002,0.7920702125599983,6.0,1152000.0
1.3,0.7566853144063976,6.0,1352000.0
1.4000000000000001,0.71849671962423,8.0,1568000.0
1.5,0.6774758426968366,8.0,1800000.0
1.6,0.6336080607396859,8.0,2048000.0
1.7000000000000002,0.5869041206803443,8.0,2312000.0
1.8,0.5374118973469701,8.0,2592000.0
1.9000000000000001,0.4852284540298295,8.0,2888000.0
2.0,0.4305110234795988,8.0,3200000.0
2.1,0.37348609225343954,8.0,3528000.0
2.2,0.31445605911947405,8.0,3872000.0
2.3000000000000003,0.25380267990559435,8.0,4232000.0
2.4000000000000004,0.19198470549103108,8.0,4608000.0
2.5,0.1295330395638319,8.0,5000000.0
2.6,0.06704683578361714,8.0,5408000.0
2.7,0.005177361860358776,8.0,5832000.0
2.8000000000000003,-0.05538268267775248,8.0,6272000.0
2.9000000000000004,-0.11392084094374644,8.0,6728000.0
3.0,-0.16972273533930693,8.0,7200000.0
3.1,-0.22209537408315538,8.0,7688000.0
3.2,-0.2703903230927681,8.0,8192000.0
3.3000000000000003,-0.31402499203398315,8.0,8712000.0
3.4000000000000004,-0.3525017336897298,8.0,9248000.0
3.5,-0.3854237892427186,8.0,9800000.0
3.6,-0.4125034124726661,8.0,10368000.0
3.7,-0.43356976237415445,8.0,10952000.0
3.8000000000000003,-0.4485690625136012,8.0,11552000.0
3.9000000000000004,-0.4575623793018121,8.0,12168000.0
4.0,-0.460715826509009,8.0,12800000.0
4.1000000000000005,-0.4582716151183279,8.0,13448000.0
4.2,-0.45054952011896954,8.0,14112000.0
4.3,-0.43795243179991916,8.0,14792000.0
4.4,-0.42094499489145254,8.0,15488000.0
4.5,-0.40003886617610485,8.0,16200000.0
4.6000000000000005,-0.3757713599326502,8.0,16928000.0
4.7,-0.3487048463560567,8.0,17672000.0
4.800000000000001,-0.31940048739003324,8.0,18432000.0
4.9,-0.2884126571265341,8.0,19208000.0
5.0,-0.25630894565344997,8.0,20000000.0
