# type=tepai
# delta=0.0007669903939428206
# N_tepai=1000
# n_samples=10
# tepai_start_time=0.0
# initial_state=plus_flip
# seed=0
# overhead_final=1.377537294800261
# gamma_final=1.3226230799236458
# expected_num_gates=1088939.0141094443
time,observable,rms_error,max_bond_dim,gate_count,overhead
0.0,0.9999999999999998,0.0,1.0,0.0,1.0
0.1,0.9986745138747688,0.0003653100405804465,6.2,21847.7,1.0064265086783784
0.2,0.9948155817216353,0.0012000230800764866,6.4,43675.4,1.0128943173705498
0.30000000000000004,0.9880154405855975,0.002303280103423814,6.6,65511.3,1.0194036914914117
0.4,0.9783777454025179,0.003214739717900701,7.4,87332.6,1.0259548981615523
0.5,0.9659766534767741,0.004666073560899618,8.3,109118.8,1.032548206218212
0.6000000000000001,0.9498753589890059,0.004861378103522879,8.6,130824.0,1.0391838862263174
0.7000000000000001,0.9312596552692145,0.0056784452723622515,9.4,152669.3,1.0458622104895816
0.8,0.9088986115578805,0.006398072464890205,9.9,174456.5,1.0525834530616807
0.9,0.8829144376982734,0.006329325732550825,10.4,196253.0,1.059347889757499
1.0,0.8545764200976539,0.007938322706727934,11.0,217944.2,1.0661557981644474
1.1,0.8254881320891861,0.007560818490768841,11.0,239690.7,1.0730074576538544
1.2000000000000002,0.79349116466468,0.008950148600274044,11.8,261495.9,1.0799031493924316
1.3,0.762210564920713,0.011565363486122304,12.5,283349.8,1.0868431563538101
1.4000000000000001,0.7210232567817939,0.011092869617410137,12.8,305170.4,1.093827763330154
1.5,0.6793502754043773,0.013756775910927986,14.0,326925.6,1.1008572569438464
1.6,0.636584283654692,0.014417020749939507,14.6,348725.8,1.1079319256592517
1.7000000000000002,0.5875716912367148,0.015839769430194484,14.8,370528.7,1.1150520597945532
1.8,0.5387234265280227,0.018896775451780708,15.4,392396.4,1.1222179515336665
1.9000000000000001,0.4877558000378615,0.01693786561365975,15.8,414212.6,1.1294298949382295
2.0,0.4354797112849811,0.016143277585080263,16.0,435977.5,1.13668818595967
2.1,0.37869792175160244,0.01635045168888688,16.0,457766.6,1.1439931224513498
2.2,0.31910984669685377,0.018815592627777544,16.0,479525.2,1.1513450041807884
2.3000000000000003,0.2582169765465762,0.02016914290370205,16.0,501328.8,1.1587441328419639
2.4000000000000004,0.1990529789891942,0.023866629755693956,16.0,523078.1,1.1661908120676927
2.5,0.13615479010817128,0.024202379374408955,16.0,544877.7,1.1736853474420905
2.6,0.07353000180493333,0.025130947140178845,16.0,566629.9,1.1812280465131126
2.7,0.01297974869987143,0.027796966185103574,16.0,588397.2,1.188819218805173
2.8000000000000003,-0.0481913741865229,0.023568034264115766,16.0,610299.0,1.1964591758318475
2.9000000000000004,-0.10664800071588423,0.02228734584835211,16.0,632025.2,1.204148231108656
3.0,-0.16417063892773934,0.02255043169615343,16.0,653869.5,1.2118867001659297
3.1,-0.21696719462479677,0.02364409473566801,16.0,675612.7,1.2196749005617573
3.2,-0.2665916698177185,0.02457498925572371,16.0,697449.4,1.2275131518950175
3.3000000000000003,-0.3089405461751811,0.02572443046445727,16.0,719182.3,1.2354017758184945
3.4000000000000004,-0.34843034427700215,0.02521000574434986,16.0,740942.2,1.2433410960520759
3.5,-0.38158437948382623,0.025101035136256437,16.0,762707.2,1.251331438396039
3.6,-0.409424906949468,0.02450926082377047,16.0,784472.4,1.2593731307444187
3.7,-0.42978741839764495,0.026377874869490465,16.0,806176.3,1.2674665030984642
3.8000000000000003,-0.44534470675318116,0.02630575124137324,16.0,827951.8,1.27561188758018
3.9000000000000004,-0.4541098888383166,0.02710137198557596,16.0,849739.6,1.2838096184459566
4.0,-0.4563678766182765,0.02748359678106431,16.0,871550.5,1.292060032100285
4.1000000000000005,-0.4544804979338357,0.029376617281286616,16.0,893408.6,1.3003634671095634
4.2,-0.4465435097852447,0.030231085689725535,16.0,915272.5,1.308720264215989
4.3,-0.4338097899733425,0.03059111181178658,16.0,937032.5,1.3171307663515426
4.4,-0.4178850412256866,0.031332000886133964,16.0,958803.8,1.32559531865206
4.5,-0.39886634321843056,0.03156331251716763,16.0,980535.9,1.334114268471395
4.6000000000000005,-0.3752617083103755,0.03320105289164946,16.0,1002372.0,1.3426879653956747
4.7,-0.3488662115978755,0.032930797202713094,16.0,1024153.5,1.3513167612576442
4.800000000000001,-0.32004621571189795,0.03497615183432139,16.0,1045986.0,1.3600010101511044
4.9,-0.2898634783917226,0.03565288732160858,16.0,1067738.2,1.3687410684454437
5.0,-0.25752856919257006,0.03560400135720625,16.0,1089546.3,1.377537294800261
