# type=tepai_st
# delta=0.02454369260617026
# N_tepai=50
# n_samples=1000
# tepai_start_time=0.0
# initial_state=plus_flip
# seed=0
# overhead_final=72.41787515460948
# gamma_final=50.76578014814258
# expected_num_gates=14220.995814656368
time,observable,rms_error,gate_count,overhead
0.0,0.9999999999999999,0.0,0.0,1.0
0.1,1.0036904014454184,0.2601993945020013,142.37,1.0437547328431906
0.2,1.0116354232359617,0.3541001015795716,284.936,1.0894239423325602
0.30000000000000004,1.0203396461913266,0.4231533109028036,426.709,1.137091395882297
0.4,1.0004174186362957,0.5350180821094556,568.622,1.1868445261274174
0.5,0.9849965666278658,0.6158285792354304,711.029,1.2387745912945258
0.6000000000000001,0.9717677540568844,0.6794322789791722,853.022,1.2929768425895505
0.7000000000000001,0.9519403025334997,0.7396698199720938,995.464,1.3495506989094885
0.8,0.9145711657650004,0.8076590087539746,1137.858,1.4085999291986142
0.9,0.8998814530466116,0.8409338686729381,1281.269,1.470232842783637
1.0,0.8747898925684989,0.8747115507222052,1423.173,1.5345624880369197
1.1,0.827349389671193,0.9221136003132822,1565.593,1.601706859732157
1.2000000000000002,0.7814162406442003,0.9543492999057072,1707.796,1.6717891154728433
1.3,0.738707972019592,0.973957308500678,1850.319,1.7449378015905115
1.4000000000000001,0.6913041046900951,0.9865484502986139,1992.183,1.821287088927089
1.5,0.658002902653816,0.9800969171606168,2134.655,1.900977018933846
1.6,0.5968907511194944,0.9793555834506485,2277.181,1.9841537605383415
1.7000000000000002,0.5587702524173125,0.9546136572133241,2420.388,2.0709698782505086
1.8,0.4894293862864143,0.9365379866030631,2562.857,2.161584611999654
1.9000000000000001,0.44685118882988795,0.8945280162090035,2704.535,2.2561641692156513
2.0,0.3877346525003805,0.8536560155599182,2846.33,2.354882029690061
2.1,0.3396588954869626,0.8046717167736083,2989.007,2.4579192637763803
2.2,0.2892442087122544,0.7488748326665309,3131.465,2.565464864513048
2.3000000000000003,0.23572440259727528,0.6899556422262295,3274.333,2.677716094278409
2.4000000000000004,0.18254162507086108,0.631485295810999,3416.854,2.794878846613472
2.5,0.13273498040276477,0.5782795227383156,3559.341,2.9171680238761293
2.6,0.08309575700656556,0.5426201438226854,3701.803,3.0448079314195273
2.7,0.03124994331432701,0.5244974066494066,3844.203,3.178032689017617
2.8000000000000003,-0.018473763364067527,0.5288518063904842,3986.119,3.3170866602925098
2.9000000000000004,-0.06582486511974757,0.5582076902984339,4128.336,3.4622249009313197
3.0,-0.10117470078252049,0.6164363555327718,4270.769,3.613713626514612
3.1,-0.14003505358877086,0.6909723720764519,4413.004,3.771830700814556
3.2,-0.15854435855064206,0.785268874880829,4554.88,3.9368661454584415
3.3000000000000003,-0.19815470759473872,0.8885985032113047,4697.823,4.109122671892378
3.4000000000000004,-0.21624984381935644,0.9987039900187179,4840.229,4.288916236620926
3.5,-0.24839472504836885,1.1032487885881759,4982.143,4.476576620741098
3.6,-0.27138295895709424,1.208137799638632,5124.529,4.672448034833696
3.7,-0.2747875261103505,1.317204854973285,5266.238,4.876889750321536
3.8000000000000003,-0.30902315718103807,1.4119501560982664,5408.61,5.09027675845255
3.9000000000000004,-0.3377859530259881,1.5073818184338559,5550.336,5.313000458116544
4.0,-0.37968354875256244,1.5857667967863092,5692.876,5.545469373757182
4.1000000000000005,-0.3920460840906063,1.6641877836776646,5834.724,5.788109904696023
4.2,-0.3962917363825918,1.737746266304789,5976.959,6.041367107243024
4.3,-0.3727824566583047,1.7979633140211524,6118.79,6.305705511028081
4.4,-0.3631061844817929,1.8513592023241046,6261.472,6.581609971050951
4.5,-0.3730360352121274,1.8919047301395477,6403.449,6.869586557012362
4.6000000000000005,-0.35526890328039823,1.922253796593613,6545.585,7.170163481557616
4.7,-0.3538436078569818,1.9462348194428032,6687.408,7.483892069135169
4.800000000000001,-0.34570042937532475,1.953720058313892,6830.219,7.811347767247452
4.9,-0.33046006830784297,1.9556276980859697,6972.364,8.153131201948616
5.0,-0.3074433602158832,1.9529294078961128,7115.357,8.50986927952536
5.1000000000000005,-0.28789636146171715,1.9363074167543226,7257.618,8.882216336381472
5.2,-0.28941283222836545,1.9092850041035134,7399.932,9.270855339235261
5.300000000000001,-0.2626773452073874,1.8779634307790076,7541.864,9.676499137831371
5.4,-0.23440222999000931,1.8450494627721945,7684.309,10.099891772464547
5.5,-0.21901044196756211,1.8122002683570821,7826.057,10.541809838713867
5.6000000000000005,-0.19082855164832319,1.7760191771075335,7967.771,11.003063911890516
5.7,-0.1368204550260718,1.7538222492055386,8109.466,11.484500033811834
5.800000000000001,-0.0827804352836618,1.734172713633745,8251.575,11.987001264628889
5.9,-0.0460293803030656,1.7254414709735768,8393.627,12.511489302553713
6.0,-0.02408347285493974,1.7224821111218576,8535.946,13.058926174457387
6.1000000000000005,0.016957273512310623,1.7325848868424212,8678.033,13.630316000439718
6.2,0.056549736156154634,1.7511595186886877,8819.894,14.226706835607226
6.300000000000001,0.04953222576195353,1.7865466577823836,8961.751,14.84919259243762
6.4,0.07573455284366248,1.8262736809302005,9103.226,15.498915047256807
6.5,0.07618590724963019,1.8815721114311406,9245.388,16.177065934508835
6.6000000000000005,0.0993236023699693,1.9476288311953296,9387.292,16.884889132659954
6.7,0.11464853632960195,2.0270179642777024,9529.083,17.623682945746378
6.800000000000001,0.08841071951948909,2.10802378370071,9671.047,18.39480248475061
6.9,0.07003048514298411,2.181734453403788,9813.641,19.199662153174124
7.0,0.04374872839049596,2.2568261087753783,9956.071,20.039738241365786
7.1000000000000005,0.05587403606304657,2.3180945304984744,10097.733,20.916571634364214
7.2,0.05317090363991453,2.375338081698412,10240.505,21.83177063822127
7.300000000000001,0.055084605409174286,2.4452248847303335,10382.762,22.787013929990465
7.4,0.029558025024455845,2.4936624136999375,10524.958,23.78405363679125
7.5,0.00976193885295466,2.5543972202172807,10667.317,24.824718549597176
7.6000000000000005,0.002938558206831413,2.6093912694788446,10809.877,25.9109174776422
7.7,-0.01181443470205234,2.648925705816789,10952.387,27.044642749598392
7.800000000000001,-0.016573644309702453,2.706112593973766,11094.392,28.227973867946613
7.9,-0.020810303144446703,2.7574558044279422,11236.714,29.46308132324316
8.0,-0.04702188363151391,2.7983361931964694,11378.661,30.752230575278876
8.1,-0.025008368071736897,2.853259088597745,11520.264,32.0977862084324
8.200000000000001,-0.01169570003845896,2.933963733006019,11662.289,33.50221626884021
8.3,-0.0017178955277460685,3.0255504917578415,11804.746,34.96809679133812
8.4,0.006646890824777364,3.148294641427253,11946.736,36.49811652447795
8.5,-0.024292343736052113,3.271461110543413,12089.378,38.09508186228611
8.6,-0.059694979093905566,3.45257930530003,12231.705,39.761921991809906
8.700000000000001,-0.027470273467845356,3.64831286733961,12374.236,41.501694265893335
8.8,-0.0353104441585146,3.8745035510598,12516.623,43.317589811037294
8.9,-0.04816688315673341,4.116793580227176,12659.268,45.21293938063015
9.0,-0.07282342442187749,4.373900068006561,12801.546,47.19121946428498
9.1,-0.07556399011408664,4.654031874688119,12943.038,49.25605866448914
9.200000000000001,-0.04459502509392628,4.93874153757683,13085.074,51.41124435226243
9.3,-0.06366766762369774,5.231106871644495,13227.31,53.66072961403164
9.4,-0.12843653724365622,5.50253747823992,13369.732,56.00864050246428
9.5,-0.1522126409043107,5.793167399626028,13511.602,58.45928360455991
9.600000000000001,-0.15097337419974924,6.06279809231739,13653.696,61.01715394088174
9.700000000000001,-0.03326610493169472,6.349004945278108,13795.187,63.68694321041691
9.8,-0.012406791516658612,6.611066214838715,13937.612,66.4735483961881
9.9,-0.049581983480446325,6.869923280076291,14080.233,69.3820807474022
10.0,-0.06045761982444837,7.106996871779584,14222.499,72.41787515460948
